d1, ax, ay, az, axL, azL, ts
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 616.12594
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 616.14338
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.15822
0.00000, 272.00000, 325.00000, 325.00000, 323.00000, 410.00000, 616.17257
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 412.00000, 616.18814
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 616.20472
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.21938
0.00000, 274.00000, 325.00000, 326.00000, 323.00000, 412.00000, 616.23362
0.00000, 273.00000, 325.00000, 326.00000, 322.00000, 410.00000, 616.24676
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.26145
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.27597
0.00000, 272.00000, 326.00000, 326.00000, 324.00000, 412.00000, 616.29504
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 412.00000, 616.31442
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 411.00000, 616.33324
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 412.00000, 616.35606
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 616.37256
0.00000, 273.00000, 326.00000, 327.00000, 324.00000, 411.00000, 616.39069
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.41257
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 616.42841
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 616.44593
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.46256
0.00000, 273.00000, 325.00000, 327.00000, 323.00000, 412.00000, 616.47757
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 410.00000, 616.49536
0.00000, 273.00000, 325.00000, 325.00000, 323.00000, 411.00000, 616.50803
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.52159
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 410.00000, 616.53450
0.00000, 273.00000, 325.00000, 326.00000, 322.00000, 411.00000, 616.55166
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.57086
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 412.00000, 616.59142
0.00000, 272.00000, 325.00000, 325.00000, 324.00000, 411.00000, 616.61266
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 616.62853
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.64261
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.65642
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.67088
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 412.00000, 616.68542
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.69827
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.71647
0.00000, 273.00000, 327.00000, 326.00000, 323.00000, 412.00000, 616.73847
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.75759
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 616.77396
0.00000, 274.00000, 326.00000, 326.00000, 322.00000, 411.00000, 616.79202
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.80773
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.83377
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.85251
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 616.86558
0.00000, 274.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.88366
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 411.00000, 616.90226
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 616.91995
0.00000, 273.00000, 326.00000, 325.00000, 322.00000, 411.00000, 616.93359
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 412.00000, 616.94831
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 411.00000, 616.96706
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 616.98295
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.00106
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.01572
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.02908
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 617.04629
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.05998
0.00000, 273.00000, 325.00000, 326.00000, 324.00000, 412.00000, 617.07095
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.08468
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.09840
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.11246
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.12707
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.14222
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.16480
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.18678
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 617.20488
0.00000, 274.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.22222
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 617.23866
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 617.25144
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 412.00000, 617.26363
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.27738
0.00000, 274.00000, 326.00000, 326.00000, 324.00000, 411.00000, 617.29245
0.00000, 274.00000, 326.00000, 326.00000, 324.00000, 412.00000, 617.30662
0.00000, 273.00000, 326.00000, 327.00000, 324.00000, 412.00000, 617.32635
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 617.34206
0.00000, 273.00000, 325.00000, 327.00000, 322.00000, 410.00000, 617.35857
0.00000, 272.00000, 326.00000, 325.00000, 322.00000, 412.00000, 617.37336
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.39153
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.40806
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 617.42687
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 410.00000, 617.44469
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.45896
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.47336
0.00000, 273.00000, 326.00000, 327.00000, 322.00000, 411.00000, 617.48776
0.00000, 272.00000, 325.00000, 325.00000, 322.00000, 410.00000, 617.50216
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 617.51555
0.00000, 273.00000, 327.00000, 326.00000, 322.00000, 411.00000, 617.52796
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 617.54273
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.55564
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.56879
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 617.58399
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.59858
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.62359
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.63944
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 410.00000, 617.66102
0.00000, 275.00000, 325.00000, 326.00000, 323.00000, 411.00000, 617.67524
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.68922
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.70629
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.72085
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.73722
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 411.00000, 617.75531
0.00000, 274.00000, 327.00000, 327.00000, 323.00000, 410.00000, 617.79771
0.00000, 272.00000, 325.00000, 326.00000, 322.00000, 411.00000, 617.81177
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.82707
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.84107
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.85793
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 617.87551
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 412.00000, 617.89094
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 617.90527
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 617.92209
0.00000, 272.00000, 325.00000, 325.00000, 322.00000, 411.00000, 617.93613
0.00000, 272.00000, 326.00000, 325.00000, 322.00000, 411.00000, 617.95085
0.00000, 272.00000, 326.00000, 325.00000, 322.00000, 411.00000, 617.96480
0.00000, 272.00000, 325.00000, 325.00000, 323.00000, 412.00000, 617.97926
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 411.00000, 617.99315
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.00493
0.00000, 273.00000, 325.00000, 326.00000, 324.00000, 412.00000, 618.02046
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.03553
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.05865
0.00000, 273.00000, 325.00000, 325.00000, 323.00000, 411.00000, 618.07778
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 618.09195
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 618.10554
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.11944
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.13509
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 411.00000, 618.15105
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.17250
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.18862
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 412.00000, 618.20586
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.22155
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.23909
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.25225
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.27000
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 618.28743
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.30415
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.31825
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.33761
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.35121
0.00000, 273.00000, 327.00000, 326.00000, 323.00000, 413.00000, 618.36412
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 618.37802
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.39183
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 618.40504
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 411.00000, 618.41996
0.00000, 273.00000, 326.00000, 327.00000, 324.00000, 412.00000, 618.43299
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.45152
0.00000, 271.00000, 326.00000, 327.00000, 323.00000, 411.00000, 618.46538
0.00000, 274.00000, 326.00000, 327.00000, 323.00000, 411.00000, 618.48099
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.49613
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.51640
0.00000, 273.00000, 326.00000, 325.00000, 322.00000, 410.00000, 618.52971
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 618.55214
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.56731
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 618.57921
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 618.59101
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.60314
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 618.61883
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.63239
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.64907
0.00000, 273.00000, 326.00000, 328.00000, 323.00000, 411.00000, 618.66457
0.00000, 272.00000, 325.00000, 325.00000, 322.00000, 410.00000, 618.68055
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 618.69358
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.70868
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 618.72885
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 412.00000, 618.74545
0.00000, 273.00000, 325.00000, 325.00000, 323.00000, 411.00000, 618.76407
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.78200
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.79636
0.00000, 273.00000, 326.00000, 328.00000, 324.00000, 412.00000, 618.80783
0.00000, 273.00000, 326.00000, 325.00000, 322.00000, 411.00000, 618.82200
0.00000, 272.00000, 325.00000, 325.00000, 323.00000, 411.00000, 618.83427
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.84874
0.00000, 273.00000, 325.00000, 325.00000, 323.00000, 411.00000, 618.86139
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 618.87524
0.00000, 273.00000, 325.00000, 329.00000, 321.00000, 412.00000, 618.89469
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 618.91795
0.00000, 272.00000, 326.00000, 326.00000, 323.00000, 412.00000, 618.95646
0.00000, 273.00000, 327.00000, 327.00000, 323.00000, 411.00000, 618.97327
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 411.00000, 618.98511
0.00000, 273.00000, 327.00000, 327.00000, 323.00000, 411.00000, 619.00252
0.00000, 272.00000, 326.00000, 326.00000, 324.00000, 412.00000, 619.01652
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.03545
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 411.00000, 619.05111
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.06787
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 410.00000, 619.08510
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.10035
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 413.00000, 619.11638
0.00000, 274.00000, 325.00000, 325.00000, 323.00000, 411.00000, 619.13390
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 619.15271
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.16570
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 412.00000, 619.18759
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.20435
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 410.00000, 619.22122
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 619.23356
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 619.24498
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.25997
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.27520
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.28875
0.00000, 273.00000, 325.00000, 325.00000, 322.00000, 411.00000, 619.30874
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 619.32513
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.34042
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.35702
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 619.38130
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 619.39782
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 412.00000, 619.41300
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.48075
0.00000, 272.00000, 326.00000, 325.00000, 322.00000, 410.00000, 619.49420
0.00000, 273.00000, 326.00000, 325.00000, 324.00000, 411.00000, 619.51191
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.52685
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.54406
0.00000, 271.00000, 325.00000, 326.00000, 323.00000, 411.00000, 619.56014
0.00000, 273.00000, 325.00000, 325.00000, 322.00000, 410.00000, 619.57850
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.59653
0.00000, 273.00000, 325.00000, 327.00000, 322.00000, 411.00000, 619.61313
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.62758
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 411.00000, 619.64129
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 412.00000, 619.65458
0.00000, 272.00000, 325.00000, 325.00000, 323.00000, 411.00000, 619.66841
0.00000, 272.00000, 325.00000, 327.00000, 323.00000, 411.00000, 619.69215
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.70618
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.71960
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.73392
0.00000, 273.00000, 326.00000, 325.00000, 322.00000, 410.00000, 619.74470
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 619.75892
0.00000, 274.00000, 325.00000, 327.00000, 323.00000, 410.00000, 619.77328
0.00000, 273.00000, 326.00000, 326.00000, 322.00000, 411.00000, 619.79371
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 619.80905
0.00000, 274.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.82231
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 411.00000, 619.83862
0.00000, 272.00000, 326.00000, 326.00000, 322.00000, 411.00000, 619.85727
0.00000, 273.00000, 325.00000, 326.00000, 323.00000, 410.00000, 619.87195
0.00000, 272.00000, 326.00000, 325.00000, 323.00000, 412.00000, 619.88617
0.00000, 272.00000, 325.00000, 326.00000, 323.00000, 410.00000, 619.90233
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.92543
0.00000, 273.00000, 326.00000, 325.00000, 322.00000, 411.00000, 619.94100
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 411.00000, 619.95844
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 619.97045
0.00000, 272.00000, 326.00000, 326.00000, 322.00000, 411.00000, 619.98608
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.00042
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.01939
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.04202
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 412.00000, 620.06211
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.07495
0.00000, 273.00000, 327.00000, 327.00000, 323.00000, 412.00000, 620.08915
0.00000, 273.00000, 326.00000, 325.00000, 323.00000, 411.00000, 620.10307
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.11680
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.13203
0.00000, 273.00000, 326.00000, 327.00000, 323.00000, 412.00000, 620.14493
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 411.00000, 620.15748
0.00000, 273.00000, 326.00000, 326.00000, 324.00000, 412.00000, 620.17272
0.00000, 273.00000, 326.00000, 326.00000, 323.00000, 412.00000, 620.18765
